temperature,pressure,vibration,rpm,oil_level,fuel_flow,altitude,speed,failure_risk,remaining_useful_life,timestamp,aircraft_id,component_id
74.76763139429247,10.151578970612118,0.19555831166697768,2705.105478397391,80.97426400993749,47.88721055061352,34240.80024924656,532.425432922856,0.0,199.00187943092558,1998-11-22 08:57:25.642524,AC002,ENG002
84.15400120942505,10.985995455689913,0.1571237531428531,3626.780910258083,85.29123721455605,42.37999552660399,34150.73498282478,527.8234858092817,0.0,122.7124865024221,1998-09-18 00:57:25.642524,AC001,ENG001
76.90772124742715,16.206489605792598,0.016018898682153407,3144.2959431544537,79.40772426158088,45.295610636048536,33593.47704002312,453.3083641382682,0.0,102.15355216404816,1998-05-17 23:57:25.642524,AC003,ENG002
87.1839394804927,17.13846646043275,0.12039496482232137,3106.8777570239436,87.89172332697503,46.370571087743784,33391.15016508852,485.4324731639591,0.0,102.00234325689203,1998-09-20 10:57:25.642524,AC003,ENG001
82.72104709215854,12.78153206814445,0.1590735017743279,2448.3891953761304,79.84986826798607,58.08299458460723,32057.33811119255,485.79916913489745,0.0,114.75711667819851,1998-09-11 05:57:25.642524,AC002,HYD001
78.6662878411955,15.212989805453143,0.08675404053433232,3158.636082766656,100.0,37.63055165485038,32447.32404169543,486.0130015514358,0.0,172.04270658667502,1998-11-26 00:57:25.642524,AC003,ENG001
78.90875876920845,14.828536836997525,0.12688243602676275,2174.6376823834325,65.44821291219088,55.6669024923426,40931.47905193709,470.638101989613,0.0,117.33297761317763,1998-03-30 20:57:25.642524,AC002,HYD001
93.36354311197175,15.993786644179266,0.08983701733325551,3188.213107708709,75.74674106131701,46.35948945037334,33142.21244577444,497.93397822320406,0.0,141.5001799105283,1998-10-09 14:57:25.642524,AC001,ENG001
98.521399325864,17.24737779092757,0.059136000665089,2975.809416741083,100.0,43.03874830180376,21821.020403706894,466.9079690273889,0.0,167.5442092973434,1998-11-26 23:57:25.642524,AC003,ENG002
87.3285902269669,15.636714144806136,0.16498792727577705,2821.3803686489728,84.96592384502885,56.90352144652169,42752.57005289517,557.7665886847711,0.0,185.1573673912444,1998-03-25 03:57:25.642524,AC001,HYD001
69.74362687941803,14.079869343061521,0.11361451156087926,3030.8917614804686,70.76251159184815,45.28633786981271,29936.7526753319,491.5401010478474,0.0,158.3183428295933,1998-06-29 10:57:25.642524,AC003,HYD001
128.52487596853794,13.14013857655826,0.30897415386257104,2286.307291882904,62.02667572497951,39.07673743101325,30671.111439587356,493.24878308472654,1.0,41.88062687562521,1999-01-12 19:57:25.642524,AC003,ENG001
85.97839770446647,13.636185623477173,0.08415321557427957,3337.0109716293646,79.44292090475585,49.314659837824976,39300.67666785182,542.349154898733,0.0,183.87513325998125,1998-10-12 12:57:25.642524,AC003,ENG002
80.36809504568032,14.569381638577454,0.09558861252893716,3089.682627438442,91.82614522220562,52.96393555554844,30303.95642252451,516.845453249141,0.0,104.66364202712558,1998-10-28 09:57:25.642524,AC001,ENG002
